akun;text
hairul_lgw;Ga mikirin rakyat, mikirnya konglo doang, ingat ga semua bisa tinggal di ikan !!!
petrukjr.dadi.wakilratu;Dijajah 350 tahun, merdeka 78 tahun, digadai 190 tahun, berkat siapa? Pak jokowi pastinya🔥🔥🔥
edi.sank;maka nya cerdas itu perlu jadi kita paham mana yang bagus dan mana yang bruruk
rhidoferdia;Mirip diera zaman pak Harto yg Freeport itu loh 😂
farhan.dwi2;Kemaren2 bilang Sudah banyak investor, tau kan arti setiap ucapannya adalah kebalikannya🔥
mu.04dra__;🔥🔥🔥
hilman_rfm49;Duar😂
sadewa58;350 taun sekalian 🔥
abisangmantan;Investasi hanya menguntungkan pejabat..karena dapat fee...negara tetap merugi...50tahun aja jadi masalah...
mu.04dra__;Lanjut kan boss
farizalhasby;Ini presiden apa marketing IKN ? Wkkwkw
fendy.choo;banyak investor yg antri masih ingat bunyi suara ini ?
fannyanggi;😂🤦‍♀️
herlinapamungkas;Dikasih hgu ratusan thn aja sepi peminat.
nisahafidz;Ga ada berita baik ya di negara ini
aaazhr14;Ya gk ngejual juga kali pak 😂
eighwikakj;Sudah lah pak mau di jual apa indonesia ini 😭
kopirasahutan;Indonesia di jual!
jondil11;Itung itungan nya pedagang mebel memang bedaaa.. 😂
alextrisno;Bisa ga sih kebijakan2 jokowi yg nyeleneh  ini dipidanakan.... 😢😢
theon.eyouknow;Berkuasanya 10 tahun, tp efeknya 2 abad, luar biasa..
yanicahayu;Kata Gibran pas debat udah banyak Investor??? Kok faktanya spt ini ?? Piye kik? @antik_indah
bundha_ghil;Keburu kiamat
samsul_zainu2;
zaraakhayr1705;mandor kawat, slogan kerja kerja kerja yang ada ngerjain ngerjain ngerjain 😤
k_inframe_;Dijajah asing ❌ dijajah aseng ✅
dhiensaprudin;Loh kata salah satu capres kemarin pas debat katanya investor udah antri 🗿
miassenaaq;Sekalian aja bilang pulau di jual. Tidak ingat kasus Papua gimana ? Bagaimana freefort berkuasa.
choki_marga_purba;Bahasa halusnya ' menjual ' .
smsul_bhri77;penjajah
inkankr;Banyak banget ini investor yg di list.. tapi nawarin fasilitas ora umum sampe 190 tahun
asherfahmi;Ga sekalian aja sampe Yajud Majud dateng
yulianmn;Halah emang sengaja melemahkan aja
ziacoffee_;Dari duku memang begitu CARA KERJA … ngga ada yg TUNTAS yg penting Mainkan dulu .. setelah itu pikirkan lagi ..!! Semua investasi …! Kalau laku …! Kalau ngga ..? Utang lagi ..!!! Anak bangsa di pertontonkan investasi ..investasi …!
rwidhi;Apakah ini freepot jilid 2?
king_kasevski;Katanya dulu sudah bnyak investor? Katanya jg mau kita2 yg ngurusnya ga ada pihak asing? Dr 10 thn cobalah keluar 1 kalimat aja yg bisa dipercaya 🥹
kndrpmnto;kasian euyyy smpe saiki blm ada yg lirik
andrip31;Upgrade 🔥
dayu_cipta;"Yg kemarin gembar gembor sdh bnyk investor 😂 sekarang obral ..."" yg dia bilang knp sll kebalikan sih aaaah"
wahyu_pratamaa92;Selagi aturan hukum masih bisa diubah-ubah, apakah msh ada investor besar yg tertarik?
tuyulaut;kalo investor asing dikit atau gak mau berarti ada yang salah sama fundamental nya, kayak orang investasi di perusahaan aja, pasti yang diliat kestabilan perusahaan
wahyuhdyt13;Katanya sudah banyak investor yg ngantri ?? Kok masih ditarik aja sih... bingun saya
ghallip15;Sdh tau bahaya knp semua pada diam
zamhir_ak;UU IKN itu serampangan. UU jadi2an.
ceritalawakreborn;Terus terang aja, Supaya Ambisi Pembangun IKN segera rampung, gitu aja pake alibi 190 tahun🗿
galuhprks;salah satu sejarah kegagalan jokowi yang maksa bangun IKN
annekhaerunn;Investasi untuk siapa ? Untungnya untuk siapa.kok rakyat yang diperas yah
dapoerqiara;190th jadi brp generasi ya kita jadi minoritas di IKN
rrorofiitf;Jangan capek capek kritik dimedsoss... Ntar medsosnya di report buzzer terus ilang😂
arisfathurr;Terbukti kan sekarang 58% mana suaranya? Kok diem aja
agswbwo_;58% mana paham
arvyandwisaputra;Tarik terus pakde 😍
azzahra.ocktaviani;Penjajahan reborn 🔥 190tahun gk tuh😂
yudisofficial;Bloj
ryana_rismansyah;serah loe deeh
m_hilalludin;Wkwkkw lah kemarin bilangnya banyam yanh antri buat masuk😂😂
faqihulazharr;gk kshan sama generasi penerus nanti?
strugglemeh;🤮🤮🤮🤮🤮🤮
octadheesya;IKN for Sale🔥🔥 tanda2 mangkrak👏
khlimahtoyibah;Eh buset dulu bukannya sudah bilang investor ngantri sekarang di obral nih 🔥🔥
dxmas131;AELAAHH JOKONN
chiko_seloto;Apaaaa ?? -190 TAHUN ?? Fix ini PENJAJAH NYATA ,,, JUAL INDONESIA ,,,
putriiarafah;😢
saifulbahri_id;Kaum Silent Majority gimana pendapat nya ?
semsu23;Kamu sudah gak ada, rakyat kecil ratusan tahun gak dapat apa2. Sedangkan keturunanmu sudah aman. Parah parah
banditz_bridge;Makanya..mikir sblm berbuat...
galeri.absurdian;Bali jadi new Moskow. Ikn jadi new Singapore. Kira kira kota mana lagi ya berikutnya 😂
midlykus;Cuma mengingatkan aj, HGU trlalu lama itu ibara bom waktu, salah satunya pemerintah kehilangan kesempatan untuk memonetisasi kawasan tersebut setelah 100 tahun & pengusaha bebas mengeksploitasi di IKN krn masa HGU trllu lama, semoga IKN bisa berhasil 🙏
budi_toinc;Dia gatau 190 thn itu brapa lama yak? Dan apa yg bisa terjadi selama itu. Dia 10 taun aja dah kacau disini 😂😂😂
anptss;58℅ SDM rendah yg ada di indonesia😂
aan_45_09;Tapi merugikan rakyat
nicholasarrahman;sebelum lengser jadi semena-mena
i.r.m.a.nd;Cape cape merdeka,, dibikin begini ama dia,, bngst emng
alfino_reus11;Sadar pak sadar pak, jgn krn ambisimu, rakyat sengsara sampe 2 abad. Capek2 usir penjajah ini malah buat UU negera dijual, bayangin 2 abad itu
anggara.kaisman;Bukan narik itu mahh namanya secara gak lgsg ngejual  HGU smpe 190 tahun 🤣🤣 kocakk
hirudinea;Setelah tidak lagi menjadi Petugas Partai, kebijakannya jadi tak terkontrol.. Tidak berhitung baik - buruknya.. Hanya menekankan pada keberhasilan satu program yang mungkin mengorbankan sekian potensi yang ada dimasa depan. Jadi berpikir keberhasilannya selama ini, yang membNggakan itu, karena ada mazukan dan kontroling dari Tokoh yang sekarang dibenci sebagian rakyat..
nur_habidin;Sya menunggu harga tanah dekat IKN sehrga Rp. 1 per meter.
pradana_fajar;Proyek Mercusuar, niat nya mau meninggalkan legacy untuk dikenang, apalah daya menjalankan segala cara karena sepertinya target tidak tercapai 👏
orrraumum;Pas debat cawapres pak @mohmahfudmd bilang IKN blm ada investor dari luar .tapi mas @gibran_rakabuming  bantah ,katanya sudah ada😂
mhrzfhn;gak laku ya pak?😢😢😢😢
geraldi_mantiri;😂 lucunya
___gakguna;Suka-suka keluarga bapak aja
syafiq_asadurr;Huek cuih
aryo_nugroho9;Mantabs Pak Jokowi mikirnya sampai jangka panjang ya...sampai sampai HGU nya juga dibuat panjaaaaaaang 190 th 👏👏👏
allfzrii;Sisa tahun berlalu nya ntar kita lihatnya dari mana pak ? Monitoring dari Alam kubur kah ?
wan.pies;Palingan cara terakhir buat narik investor, walaupun menggadaikan negara 😂
agus_alby_alya;Pemikiran yg kalangkabut,untuk menghindari mangkrak sampe menjual IKN😢
azra.mxxd2;Jadi inget kata soekarno👏👏
maxim.kurz123;Komen makar enak nih kayaknya 😁
david_ronal_sacnhez;Benar kata bug karno😂
81pepes;Terpopuler gegara Gorong²
doni_ramadan96;Saking ga ada investor ya HAHAHAHA.... DASAR MUKIDI. TUKANG RUSAK NEGARA
hendrahermawan15;Ternyata Indonesia blm benar2 merdeka😢
harry23.10;wah wah, program bapak ini sangat ProRakyat sekali 😂
januarfir;😂
ymdra;😂😂
indra_lilik12;Itu namanya digadaikan pak,
madityaputra14;bodo banget yang milih dia dulu anjirrrr 😍
novan_wungkul;Metode penjajahan modern dimulai dari keputusan beliau..... Serasa tanah Indonesia milik sendiri
ryankushardiman;Sekarang menjual negara punya bahasa keren, namanya 'investasi'.
aniisaaiini;Katanya investor sudah antri pak
hendrofebri.t;Kok ngeyel bgt ya? Heraan
an_astasia7850;Wisss wisssss kapan neg ini kepenak kasihan kedpn anak2 yg msh kecil turahane oppo
saelanwangsa_photography;Pertanyaannya... Kalau memang mau menarik investor ke indonesia.... Koq hanya IKN yg diberi cara seperti itu..? Mesti nyakan invertor utk seluruh daerah lebih tepatnya....
frmndjnrsty_;#NAME?
djalukepy;3 Turunan + 3 Tanjakan
ramdanekamayanda;Menarik g usah melacurkan diri juga njir 😂😂😂
kairosd;"Nah ini yang nanti kena Azab ""Dikubur di Tanah Kena HGU Perusahaan Tambang"". Mau istirahat ditarik keluar alat berat terus."
ivan_propertyserpong;190 kalau rata rata mati 60 thn ini 3 keturunan ya 😂😂😂😂
bitobot;Presiden terbaik katanya 🫰👍
anisayu.kir;Ini kaga ada yg mau nyantet org ini apa? Kl bikin kebijakan semena2 bgt
d.ygo94;Karena kurang menarik, dibuat supaya menarik mengabaikan efek jangka panjangnya
m4d_fadie7;Ugnud🔥
thomaspostman;Jika dulu VOC menerapkan kebijakan ini, sampe sekarang belum beres bjir wkwk
dont_circle;Apa gk sampe cucu cicit itu
harrio26_;apa guna menteri investasi kalo mengharap investasi tinggi tapi dengan cara seperti itu?
vix_damn;penjajahan diatas ikn harus terlaksana😂
febrianiden151;Jualan bae gawe nya nih orang, ini sihh sales bukan leader😑😑
mpylutfi;Menerima Jajahan
enjeh79;Ganti presiden tinggal revisi aja UU nya
126_syhr;Bisa jadi ini jebakan batmen buat investor asing.....😂😂😂
hady_souza;Bukan investasi pak tapi jualan hampir setengah dari periode Belanda
raja.parulian;190 thn kaltim akan tergadaikan? Indonesia blum jg merdeka 100 thun sdh digadai.
andrianarakha;Penjajahan di muka bumi harus di hapuskan,lahhh iki apa nya 🤷‍♂️🤷‍♂️🤷‍♂️🙈🙈
papakezi;Aduh mukidi
0x7han;katanya punya 11 ribu triliyun dikantong
esfryal;Oleh mes*h a lek?
shohib_dan;Lebih tepatnya biar Indo cepetan kejual
andi_akbarrrrr22;😢
vickrysubur;Balik modal bayar hutang buat IKN aja ga tau brp tahun
rizki.r03;TERSERAH
akbarieut;OWI LAGI OWI LAGI
frdsvly_;Apakah IKN bakalan jadi milik Singapore?👀
abiromeo69;Lucu juga DPR nya diam semua.... Gak perlu ada DPR kalo hal sepenting ini seolah dibiarkan saja oleh DPR....
ap.wulan;D jaman beliau .. wakanda kacau
ngakanrachma;😂😂😂
iam_mcmiftah;Ohh
nrannsaa_;ANJAYYYYYY, MENYALAH BAPAK PREDISEN KU🔥🔥🔥🔥, HEBAT BANGET BAPAKNYA MAS GIBRAN DAN KAESANG🙌
hermawanwahyu72;Lama2 warga asli akan tergantikan warga asing.
chandramusyafan;Padahal menjabat nya cuma 10 tahun tapi dampak kerugian yg dirasakannya bisa sampe anak cucu kita kelak nantinya
debarockah;angger njeplak
faro.nando;"Percuma Omon "" sudah mati sekian THN 😂"
agus.salim62;Ingat yaa kawan2, kalo bapak ini ngomong pake rumus apa???
abuzaralghifari089;WAJIB DIBATALKAN!!!
jeri_jz;Bisa sampai 3 TURUNAN baru selesai
irwanhamidspi;VOC! Soekarno-Hatta menangis melihat apa yang dilakukan oleh bapak ini..
luckyhlgn;Duso ben di tanggung penguasa
aipdpo;Ancoooorrrrrrrr🙌🔥
yan.srgp;Seterah bapak enak nya gmn 👌
paisal6195;😂😂😂😂 Indonesia aja belum ada 100 tahun merdeka....ini 190 tahun 😂😂😂
rhmtrmdhn_;58% pun terheran heran dengan yang akan dilanjutkan
hasan_msfr;Sakkarepmuwae JOK
rasiminrs;Pendukung keras jkw kabar kn semua mau inves😂😂😂
_rheru_;Kocak
yulia.rahma12;@shandy_chaniago mari kita lihat se hancur apa negeri ini😂
aufaafid1;190 thn tu 4-5 generasi
agungmeldian;Bahaya
andri_rhmd;Ayo impeach pengganggu kedaulatan rakyat!
jurnaliananan;Gimana mas Joko ajja deh... Mas Joko kan yg punya negara... Atturr aja sekehendak mu🥴🥴
_evitasoviasukma15;Padahal menurut UU no 5 tahun 1960 tentang peraturan dasar pokok2 agraria ( UU agraria ) pasal 29 HGU dpt diberikan utk jangka waktu MAKSIMAL 25 thn. Untuk perusahaan dgn kebutuhan tertentu, dapat diberikan dgn jangka waktu maksimal 35 thn
nanansusanti;Pegadaian laku kerashh
aditya_alcatraz;Katanya investor luar dah pada daftar malah antri? Gmn sih
fai_fayrush;Ibukota negara, atau negara baru klo HGU sampai 190 th, ni yang VOC sebenarnya siapa sih ?? 😂
ramannada;sejarah akan mencatat 190 tahun
mawan_dragon20;Indonesia merdeka aja belum sampe 190 tahun 😂😂😂
rn.rinowaldi;Bukti  investor kurang tertarik👏👏
abiabdill;Waduhhh yaa ini si alamat smpe anak uwis kari putu bari cicit raa pragat2 wkwkwkwkwk
totorooo_kun;Orang kalimantan 190 tahun are you readyyyy 🔥🙌
yedi_kh;Narik investor asing menggadaikan kedaulatan negara ... 😱
endra_jaya_erwin;Ini bukan investasi namanya mbak. Ini menjual dan menggadaikan negara namanya
aipdpo;Banyak omongan nya yg ga sesuai.. dr mobil Esemka, lapangan pekerjaan, tidak setuju anak nya berpolitik, senang di demo, ekonomi meroket 🙌🔥🙌🔥
vidielle;Ini bukan negara punya bapak, jangan suka2 bikin aturan dong
asysauqisakti;Ya ALLAH kapan yah ini ujungnya????
bang_wawang_;Katanya Investor ANTRIIIII.
budi.emersiahotel;Masa melebihi separoh VOC menguasai & menjajah Indonesia pak...🫣
duaa_satuu;Hasil gorong² ini memang luar biasa😂😂
galih_kur18;190th kita masih idup ga yaaa.
jhon_xu76;Org lain ga mau dijajah ini membuka penjajahan
ritongajulian;Saya menitip kenangan kata2 untuk di 190 tahun mendatang ( tahun 2124 ) . Hari ni 17 Juli 2024,inilah bapakmu nak, inilah kakek mu di tahun 2024. Saat ini bapakmu, kakek mu masih berusia 31 tahun. Masih sehat. Semoga anak dan cucu ku di tahun 2124 kelak ( 190 tahun kemudian) membaca kenangan ini, dan IKN ( Ibukota Nusantara ) yang kalian tempati hari ni ( tahun 2124 /190 tahun kemudian) menjadi bukti sejarah kalau bapak/kakek mu ini belum pernah memijak kan kaki di Ibukota Nusantara, karena yang bapak/kakek tau Ibukota Indonesia masih DKI Jakarta. Yang kelak akan menjadi sejarah....
zzzadeq_zq;Emang iti aset punya bapak kau 🤬🤬🤬🤬
alungmilanolya;Katanya investor sudah antri masuk IKN,seharusnya hukum nya yg di benerin,biar investor yakin utk invest di Indonesia
galih_kur18;Beban banget untuk generasi kedepan
rizkyjuan_bermartabat;ngapain coba bikin ikn mau manjain pegawe negara ? mau keliatan maju ? minimal sadar diri duitnya dari mana ?? kcic aja nyiicil kan ya ?
din_stagram;Nyaris dua abaddd 😂
agiachmadf;@jokowi menyala presindenkuhhh wkwkwkwkwkwk
hanis_haryanisupono;Yg membiarkan pemimpin begini ikut dosa thd anak cucu kita😢
irsya_nouruzaman;Katam si samsul dlu pas debat capres dah banyak yg antri 😂😂😂 ternyata cuma ..... 58% warga suka berita ini😂
6122003titipan;190thn berapa turunan
rredha0809;Pak, itu 7 turunan Pak.. 😢
iamteguh.id;Yg penting mukanya polos sering blusukan!!!!! 😂😂😂
real_dayat17;Ribuan investor yg kemarin antri pada kemana
bofastre;Pemikiran begini ko di biarin jadi pemimpin 😢
bekantanmacal;panik?
wafa_yoo;Dan yang invest nanti adalah singapura😂😂
auliaarezki;Yuk kita nyanyikan lagu buruh tani.. ❤️
pian5167;KIAMAT AJAH LAH KIAMAT
masteriqbal.real;Merusak alam seluas luasnya yg ada, contoh kecil bencana yg akan terjadi adk banjir tahunan dsana saat curah hujan sedang tinggi
endryas04;Masa depan anak cucu suram
dennylucky43;VOC gaya modern,dan VOC adalah anak Bangsa sendiri 😂
ipulanwar3;Fuuusiing
_littlepineapple;Hahahahahaha
agus_biewel;Takut dosa gua mah..
ma_afrizal;Lebih lama dari usia negara indonesia buset😂
oryzaanggara;Gausah ngoyo Pak, opo gunane mbangun omah jor2an, utang ra karuan.. jane nggo sopo to IKN kuwi? Nyedot duite rakyat, rakyat gak oleh opo2, utang nambah, seng nikmati wong njobo. Njenengan pun sedho, rakyat (lan keturunane) sek rekoso. Seng waras Pak! Ra kuat mbangun omah medhong2, rausah ngoyo, seng ciloko sak negoro.
wplus_sport;Keadilan bagi seluruh rakyat Indonesia cuma slogan doang...hebat yaaaa👏👏👏👏
feryhendikaofficial;DiObral obral jualllll negara 😉😅😉😂😅😉
hrz_naba;Ko masih ada yg idolain bapak ini 😢
vinzchies;Lama2 Indonesia dijual negara lain hadewwww….sedih beutt
ibrahmalii;Kon😂
mrizal_plk;Negara dan rakyat akan terjajah selama 190 tahun.. Penjajahan gaya baru dari tuan jokowi untuk rakyat nya..
rahmadjunaaidi18;Suka ati pakde ajalah, kami rakyat kecil bisa apa. No viral no justice!
insap04;Bener kata pak JK
adam.julian96;Menarik tpi bikin kya kita di jajah lagi, tpi ini dengan cara halus di bantu pemerintah sndri
waspodolanang;SANG MULUT MENCLAMENCLE
made_boyd;Jadi investor pun harusnya curiga kalau sperti ini
rndeliadi;190 tahun, berapa generasi ya? Serius nanyak
irsar92;Udahhh pak pusing , yuuuuu istirahat biar anaknya yg nerusin bikin pusing rakyat ini 😂
rachmacamilia;Loh
hellingjj;Dan untuk memulai kolonialisme baru. Cerdas ente 🤦‍♂️🤦‍♂️🤦‍♂️
fauzibnu;190 tahun brp kali ganti presiden yak?
dimas.ramadhan.018;Mending di jual aja skalian.. Tanggung amat wi 190 thn..
dian_grey;hati2 awal nya sewa/numpang , lama2 milikin..... hal kaya gini sering terjadi
hegaas12;Mending jual pak sekalian 🤣
ramzadfiorte;Yaelah...tanggung om' tambah 10 taun Lg aja,biar genap 200 tahun😂
kakarusli;Udah abis abisan sama orang ini
call_me_nndaaaa;Jokowi keblinger
danangsugandi;Pripot dlu gt ..... Ga ambil hikmahmya.... 😂
sayuur.bening;Berarti letaknya gak strategis pak, kalo cuman ngandelin HGU tinggi 😂
aljustico;Kebacut wiwi
catatan_ali7;Jokowi teken Perpres buat bangun IKN,investor dapet HGU 190 tahunBelanda saja masih punya hati ketentuan mereka jauh di bawah JOKOWIPadahal pendiri bangsa keluarkan UU PA 1960 untuk buat ngerombak warisan kolonialEh dikembalikan lagi masa itu oleh PRESIDEN @jokowi ,NAUDZUBILLAH SUMMA NAUDZUBILLAH MINDZALIK
catatan_ali7;Jokowi teken Perpres buat bangun IKN,investor dapet HGU 190 tahunBelanda saja masih punya hati ketentuan mereka jauh di bawah JOKOWIPadahal pendiri bangsa keluarkan UU PA 1960 untuk buat ngerombak warisan kolonialEh dikembalikan lagi masa itu oleh PRESIDEN @jokowi ,
bagas_maulana00;Mending kasih aja selamanya pasti lebih banyak lagi investor yg masuk 🔥🔥🔥
h4bib_mu;Sudah dipikirkan BAHAYA / EFEK negatif nya belum pak... Kok kayaknya sepihak banget pak
jeruklimunn;Go bl ok
patrik.agsa;Pie to kiii
wildansdqi_;Nafsu lo yg terlalu besar pakde
miftahazz17_;Penjajahan di era modern segera dimulai 🔥🔥🔥
_manusiaaberisik;2 abad nyampe keturunan keberapa yaa??
eka_bali;Jual terooosss, abisiiinnn jok!
gyasaes02;Oke gas oke gas 3kg mledug duarrr😂
mridhopratama_;Katanya dulu sdh banyak investor yg antri?
muhammadalfarhan8311;190 Tahun? Bahasa halus menjual tanah😂
ichbalzp;Jdi inget cartoon the simpsons 😂
ipangsaliman;Ga ada amerika kasih hgb segitu lama ttp aja org antri mau invest ke amerika. Parah bgt lo Jok Jok pemikirannya
may_meikhasetiawan;Klo kayak gini pemuja nya ga ada yg nongol
samdani._;katanya sudah banyak yg ngantri?
bayusebut;Presiden KHinthil
dila.adh;Hhmm.. Really need another perspective secara langsung dari pakarnya untuk menganalisis poin ini. Could you help us? #openyourmic 📌
sofyanadhi20;Konyol
badzkara;katrooo
tri.rahardjo.140|mughniebamboo|rif.syarifudin|satrio_sejati04;Berapa tahun VOC menguasai Indonesia?|@tri.rahardjo.140 moal pahameun VOC|@nurbudi.hartono 😂|@nurbudi.hartono kwkkwkwk lu belajar lagi VOC itu siapa 😂 LOL.
